"23","CPP130XLGREY","1.380&#733;","0.732&#733;","1.500&#733;","1.500&#733;","1.375&#733;","50"," 132.00"," 126.00","137.00","130.00"
"1","VC062-0500 "," ","Yellow ","0.062&#733; ","0.162&#733; ","1&frasl;2&#733; ","1000 "," 23.00 "," 19.00 ","24.00","20.00"
"2","VC062-0500B "," ","Blue ","0.062&#733; ","0.162&#733; ","1&frasl;2&#733; ","1000 "," 23.00 "," 19.00 ","24.00","20.00"
"3","CC062 "," ","Black ","0.062&#733; ","0.162&#733; ","5&frasl;8&#733; ","1000 "," 23.00 "," 19.00 ","24.00","20.00"
"4","VC070-1500BL ","2-56 M2 ","Black ","0.070&#733; ","0.170&#733; ","1-1&frasl;2&#733; ","1000 "," 23.00 "," 19.00 ","24.00","20.00"
"5","VC080-0250 ","2-56 M2 ","Yellow ","0.080&rdquo; ","0.180&rdquo; ","1&frasl;4&#733; ","1000 "," 23.00 "," 19.00 ","24.00","20.00"
"6","VC080-0500 ","2-56 2-64 ","Yellow ","0.080&#733; ","0.180&#733; ","1&frasl;2&#733; ","1000 "," 23.00 "," 19.00 ","24.00","20.00"
"7","CC080 ","2-56 2-64 ","Brown ","0.080&#733; ","0.180&#733; ","5&frasl;8&#733; ","1000 "," 23.00 "," 19.00 ","24.00","20.00"
"8","VC080-0750 ","2-56 2-64 ","Yellow ","0.080&#733; ","0.180&#733; ","3&frasl;4&#733; ","1000 "," 23.00 "," 19.00 ","24.00","20.00"
"9","VC080-0750BL ","2-56 2-64 ","Black ","0.080&#733; ","0.180&#733; ","3&frasl;4&#733; ","1000 "," 23.00 "," 19.00 ","24.00","20.00"
"10","VC080-0750RD  ","2-56 2-64 ","Red ","0.080&#733; ","0.180&#733; ","3&frasl;4&#733; ","1000 "," 23.00 "," 19.00 ","24.00","20.00"
"11","VC093-0250 ","4-40 4-48 ","Yellow ","0.093&#733; ","0.193&#733; ","1&frasl;4&#733; ","1000 "," 23.00 "," 19.00 ","24.00","20.00"
"12","VC093-0500 ","4-40 4-48 ","Yellow ","0.093&#733; ","0.193&#733; ","1&frasl;2&#733; ","1000 "," 23.00 "," 19.00 ","24.00","20.00"
"13","VC093-0500BL ","4-40 4-48 ","Black ","0.093&#733; ","0.193&#733; ","1&frasl;2&#733; ","1000 "," 23.00 "," 19.00 ","24.00","20.00"
"14","VC093-0500W ","4-40 4-48 ","White ","0.093&#733; ","0.193&#733; ","1&frasl;2&#733; ","1000 "," 23.00 "," 19.00 ","24.00","20.00"
"15","VC093-0750 ","4-40 4-48 ","Yellow ","0.093&#733; ","0.193&#733; ","3&frasl;4&#733; ","1000 "," 23.00 "," 19.00 ","24.00","20.00"
"16","VC093-0750BL ","4-40 4-48 ","Black ","0.093&#733; ","0.193&#733; ","3&frasl;4&#733; ","1000 "," 23.00 "," 19.00 ","24.00","20.00"
"17","VC093BL ","4-40 4-48 ","Black ","0.093&#733; ","0.193&#733; ","1&#733; ","1000 "," 23.00 "," 19.00 ","24.00","20.00"
"18","VC100-0500BL ","4-40 M3 ","Black ","0.100&#733; ","0.200&#733; ","1&frasl;2&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"19","VC100 ","4-40 M3 ","Yellow ","0.100&#733; ","0.200&#733; ","1&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"20","VC100RD ","4-40 M3 ","Red ","0.100&#733; ","0.200&#733; ","1&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"21","VC109-0250 ","5-40 ","Yellow ","0.109&#733; ","0.209&#733; ","1&frasl;4&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"22","VC109-0500 ","5-40 ","Yellow ","0.109&#733; ","0.209&#733; ","1&frasl;2&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"23","CC109 ","5-40 ","Orange ","0.109&#733; ","0.209&#733; ","3&frasl;4&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"24","VC109-0750 ","5-40 ","Yellow ","0.109&#733; ","0.209&#733; ","3&frasl;4&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"25","VC109-0750BL ","5-40 ","Black ","0.109&#733; ","0.209&#733; ","3&frasl;4&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"26","VC109RD ","5-40 ","Red ","0.109&#733; ","0.209&#733; ","1&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"27","VC109 ","5-40 ","Yellow ","0.109&#733; ","0.209&#733; ","1&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"28","VC125-0250BL ","6-32 6-36 ","Black ","0.125&#733; ","0.225&#733; ","1&frasl;4&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"29","VC125-0500 ","6-32 6-36 ","Yellow ","0.125&#733; ","0.225&#733; ","1&frasl;2&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"30","VC125-0500BL ","6-32 6-36 ","Black ","0.125&#733; ","0.225&#733; ","1&frasl;2&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"31","VC125-0750BL ","6-32 6-36 ","Black ","0.125&#733; ","0.225&#733; ","3&frasl;4&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"32","VC125RD ","6-32 6-36 ","Red ","0.125&#733; ","0.225&#733; ","1&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"33","VC125 ","6-32 6-36 ","Yellow ","0.125&#733; ","0.225&#733; ","1&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"34","VC125BL ","6-32 6-36 ","Black ","0.125&#733; ","0.225&#733; ","1&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"35","VC125-1500BL ","6-32 6-36 ","Black ","0.125&#733; ","0.225&#733; ","1-1&frasl;2&#733; ","1000 "," 29.00 "," 23.00 ","30.00","24.00"
"36","VC140-0500 "," ","Yellow ","0.140&#733; ","0.240&#733; ","1&frasl;2&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"37","VC140-0500B "," ","Blue ","0.140&#733; ","0.240&#733; ","1&frasl;2&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"38","VC140-0500BL "," ","Black ","0.140&#733; ","0.240&#733; ","1&frasl;2&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"39","VC140-0500W "," ","White ","0.140&#733; ","0.240&#733; ","1&frasl;2&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"40","VC140-0750BL "," ","Black ","0.140&#733; ","0.240&#733; ","3&frasl;4&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"41","CC140 "," ","Green ","0.140&#733; ","0.240&#733; ","1&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"42","VC140RD "," ","Red ","0.140&#733; ","0.240&#733; ","1&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"43","VC140 "," ","Yellow ","0.140&#733; ","0.240&#733; ","1&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"44","VC140-1500 "," ","Yellow ","0.140&#733; ","0.240&#733; ","1-1&frasl;2&#733; ","1000 "," 29.00 "," 23.00 ","30.00","24.00"
"45","VC140-1500BL "," ","Black ","0.140&#733; ","0.240&#733; ","1-1&frasl;2&#733; ","1000 "," 29.00 "," 23.00 ","30.00","24.00"
"46","VC148-0250BL ","M4 ","Black ","0.148&#733; ","0.248&#733; ","1&frasl;4&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"47","VC148-0500BL ","M4 ","Black ","0.148&#733; ","0.248&#733; ","1&frasl;2&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"48","VC148-0750BL ","M4 ","Black ","0.148&#733; ","0.248&#733; ","3&frasl;4&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"49","VC148RD ","M4 ","Red ","0.148&#733; ","0.248&#733; ","1&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"50","VC148 ","M4 ","Yellow ","0.148&#733; ","0.248&#733; ","1&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"51","VC148-1500BL ","M4 ","Black ","0.148&#733; ","0.248&#733; ","1-1&frasl;2&#733; ","1000 "," 29.00 "," 23.00 ","30.00","24.00"
"52","VC156-0250BL  ","8-32 8-36  ","Black  ","0.156&#733; ","0.256&#733; ","1&frasl;4&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"53","VC156-0500 ","8-32 8-36 ","Yellow ","0.156&#733; ","0.256&#733; ","1&frasl;2&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"54","VC156-0500BL ","8-32 8-36 ","Black ","0.156&#733; ","0.256&#733; ","1&frasl;2&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"55","VC156-0500W ","8-32 8-36 ","White ","0.156&#733; ","0.256&#733; ","1&frasl;2&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"56","VC156-0750BL ","8-32 8-36 ","Black ","0.156&#733; ","0.256&#733; ","3&frasl;4&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"57","CC156 ","8-32 8-36 ","Blue ","0.156&#733; ","0.256&#733; ","1&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"58","VC156RD ","8-32 8-36 ","Red ","0.156&#733; ","0.256&#733; ","1&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"59","VC156 ","8-32 8-36 ","Yellow ","0.156&#733; ","0.256&#733; ","1&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"60","VC156-1500BL ","8-32 8-36 ","Black ","0.156&#733; ","0.256&#733; ","1-1&frasl;2&#733; ","1000 "," 29.00 "," 23.00 ","30.00","24.00"
"61","VC172-0500 ","10-24 10-32 ","Yellow ","0.172&#733; ","0.272&#733; ","1&frasl;2&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"62","VC172-0500BL ","10-24 10-32 ","Black ","0.172&#733; ","0.272&#733; ","1&frasl;2&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"63","VC172-0500W ","10-24 10-32 ","White ","0.172&#733; ","0.272&#733; ","1&frasl;2&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"64","VC172-0750BL ","10-24 10-32 ","Black ","0.172&#733; ","0.272&#733; ","3&frasl;4&#733; ","1000 "," 25.00 "," 21.00 ","26.00","22.00"
"65","CC172 ","10-24 10-32 ","Grey ","0.172&#733; ","0.272&#733; ","1&#733; ","1000 "," 25.00 "," 21.00 ","26.00","22.00"
"66","VC172RD ","10-24 10-32 ","Red ","0.172&#733; ","0.272&#733; ","1&#733; ","1000 "," 25.00 "," 21.00 ","26.00","22.00"
"67","VC172 ","10-24 10-32 ","Yellow ","0.172&#733; ","0.272&#733; ","1&#733; ","1000 "," 25.00 "," 21.00 ","26.00","22.00"
"68","VC172-1500 ","10-24 10-32 ","Yellow ","0.172&#733; ","0.272&#733; ","1-1&frasl;2&#733; ","1000 "," 30.00 "," 25.00 ","31.00","26.00"
"69","VC172-1500BL ","10-24 10-32 ","Black ","0.172&#733; ","0.272&#733; ","1-1&frasl;2&#733; ","1000 "," 30.00 "," 25.00 ","31.00","26.00"
"70","VC187-0500 ","12-24 ","Yellow ","0.187&#733; ","0.287&#733; ","1&frasl;2&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"71","VC187-0500BL ","12-24 ","Black ","0.187&#733; ","0.287&#733; ","1&frasl;2&#733; ","1000 "," 25.00 "," 21.00 ","26.00","22.00"
"72","VC187-0750BL ","12-24 ","Black ","0.187&#733; ","0.287&#733; ","3&frasl;4&#733; ","1000 "," 25.00 "," 21.00 ","26.00","22.00"
"73","VC187 ","12-24 ","Yellow ","0.187&#733; ","0.287&#733; ","1&#733; ","1000 "," 25.00 "," 21.00 ","26.00","22.00"
"74","VC187BL ","12-24 ","Black ","0.187&#733; ","0.287&#733; ","1&#733; ","1000 "," 25.00 "," 21.00 ","26.00","22.00"
"75","VC187RD ","12-24 ","Red ","0.187&#733; ","0.287&#733; ","1&#733; ","1000 "," 25.00 "," 21.00 ","26.00","22.00"
"76","VC187-1500BL ","12-24 ","Black ","0.187&#733; ","0.287&#733; ","1-1&frasl;2&#733; ","1000 "," 30.00 "," 25.00 ","31.00","26.00"
"77","VC197-0500BL "," ","Black ","0.197&#733; ","0.297&#733; ","1&frasl;2&#733; ","1000 "," 25.00 "," 21.00 ","26.00","22.00"
"78","VC197-0750BL  "," ","Black  ","0.197&rdquo;  ","0.297&rdquo;  ","3&frasl;4&#733; ","1000 "," 25.00 "," 21.00 ","26.00","22.00"
"79","VC197-0750W "," ","White ","0.197&#733; ","0.297&#733; ","3&frasl;4&#733; ","1000 "," 25.00 "," 21.00 ","26.00","22.00"
"80","VC197 "," ","Yellow ","0.197&rdquo; ","0.297&rdquo; ","1&#733; ","1000 "," 25.00 "," 21.00 ","26.00","22.00"
"81","VC203-0500 "," ","Yellow ","0.203&#733; ","0.303&#733; ","1&frasl;2&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"82","VC203-0500W "," ","White ","0.203&rdquo; ","0.303&rdquo; ","1&frasl;2&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"83","VC203-0750BL "," ","Black ","0.203&#733; ","0.303&#733; ","3&frasl;4&#733; ","1000 "," 25.00 "," 21.00 ","26.00","22.00"
"84","VC203RD "," ","Red ","0.203&#733; ","0.303&#733; ","1&#733; ","1000 "," 25.00 "," 21.00 ","26.00","22.00"
"85","VC203 "," ","Yellow ","0.203&#733; ","0.303&#733; ","1&#733; ","1000 "," 25.00 "," 21.00 ","26.00","22.00"
"86","VC218-0500BL "," ","Black ","0.218&#733; ","0.318&#733; ","1&frasl;2&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"87","VC218 "," ","Yellow ","0.218&#733; ","0.318&#733; ","1&#733; ","1000 "," 25.00 "," 21.00 ","26.00","22.00"
"88","VC218RD "," ","Red ","0.218&#733; ","0.318&#733; ","1&#733; ","1000 "," 25.00 "," 21.00 ","26.00","22.00"
"89","VC223-0500BL ","M6 ","Black ","0.223&#733; ","0.323&#733; ","1&frasl;2&#733; ","1000 "," 25.00 "," 21.00 ","26.00","22.00"
"90","VC223 ","M6 ","Yellow ","0.223&#733; ","0.323&#733; ","1&#733; ","1000 "," 25.00 "," 21.00 ","26.00","22.00"
"91","VC223-1000BL ","M6 ","Black ","0.223&#733; ","0.323&#733; ","1&#733; ","1000 "," 25.00 "," 21.00 ","26.00","22.00"
"92","VC223-1500BL ","M6 ","Black ","0.223&#733; ","0.323&#733; ","1-1&frasl;2&#733; ","1000 "," 31.00 "," 26.00 ","32.00","27.00"
"93","VC234-0250 ","1&frasl;4-20 ","Yellow ","0.234&#733; ","0.334&quot; ","1&frasl;4&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"94","VC234-0500 ","1&frasl;4-20 ","Yellow ","0.234&#733; ","0.334&#733; ","1&frasl;2&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"95","VC234-0500BL ","1&frasl;4-20 ","Black ","0.234&#733; ","0.334&#733; ","1&frasl;2&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"96","VC234-0500W ","1&frasl;4-20 ","White ","0.234&#733; ","0.334&#733; ","1&frasl;2&#733; ","1000 "," 24.00 "," 20.00 ","25.00","21.00"
"97","VC234-0562 ","1&frasl;4-20 ","Yellow ","0.234&#733; ","0.334&#733; ","9&frasl;16&#733; ","1000 "," 27.00 "," 23.00 ","28.00","24.00"
"98","VC234-0875 "," ","Yellow ","0.234&#733; ","0.334&#733; ","7&frasl;18&#733; ","1000 "," 28.00 "," 24.00 ","29.00","25.00"
"99","CC234 ","1&frasl;4-20 ","Orange ","0.234&#733; ","0.334&#733; ","1&#733; ","1000 "," 26.00 "," 22.00 ","27.00","23.00"
"100","VC234RD ","1&frasl;4-20 ","Red ","0.234&#733; ","0.334&#733; ","1&#733; ","1000 "," 26.00 "," 22.00 ","27.00","23.00"
"101","VC234 ","1&frasl;4-20 ","Yellow ","0.234&#733; ","0.334&#733; ","1&#733; ","1000 "," 26.00 "," 22.00 ","27.00","23.00"
"102","VC234W ","1&frasl;4-20 ","White ","0.234&#733; ","0.334&#733; ","1&#733; ","1000 "," 26.00 "," 22.00 ","27.00","23.00"
"103","VC234-1500BL ","1&frasl;4-20 ","Black ","0.234&#733; ","0.334&#733; ","1-1&frasl;2&#733; ","1000 "," 37.00 "," 31.00 ","38.00","32.00"
"104","VC234-2000BL ","1&frasl;4-20 ","Black ","0.234&#733; ","0.334&#733; ","2&#733; ","1000 "," 41.00 "," 35.00 ","42.00","36.00"
"105","VC250-0500BL "," ","Black ","0.250&#733; ","0.350&#733; ","1&frasl;2&#733; ","1000 "," 28.00 "," 22.00 ","29.00","23.00"
"106","VC250RD "," ","Red ","0.250&#733; ","0.350&#733; ","1&#733; ","1000 "," 29.00 "," 23.00 ","30.00","24.00"
"107","VC250 "," ","Yellow ","0.250&#733; ","0.350&#733; ","1&#733; ","1000 "," 29.00 "," 23.00 ","30.00","24.00"
"108","VC250-1500BL "," ","Black ","0.250&#733; ","0.350&#733; ","1-1&frasl;2&#733; ","1000 "," 38.00 "," 32.00 ","39.00","33.00"
"109","VC260-0500BL "," ","Black ","0.260&#733; ","0.360&#733; ","1&frasl;2&#733; ","1000 "," 30.00 "," 24.00 ","31.00","25.00"
"110","VC260-1500BL "," ","Black ","0.260&#733; ","0.360&#733; ","1-1&frasl;2&#733;&#733; ","1000 "," 38.00 "," 32.00 ","39.00","33.00"
"111","VC260 "," ","Yellow ","0.260&#733; ","0.360&#733; ","1&#733; ","1000 "," 32.00 "," 27.00 ","33.00","28.00"
"112","VC281-0500BL ","5&frasl;16-18 ","Black ","0.281&#733; ","0.381&#733; ","1&frasl;2&#733;&#733; ","1000 "," 33.00 "," 28.00 ","34.00","29.00"
"113","CC281 ","5&frasl;16-18 ","Green ","0.281&#733; ","0.381&#733; ","1&#733; ","1000 "," 34.00 "," 30.00 ","35.00","31.00"
"114","VC281 ","5&frasl;16-18 ","Yellow ","0.281&#733; ","0.381&#733; ","1&#733; ","1000 "," 34.00 "," 30.00 ","35.00","31.00"
"115","VC281BL ","5&frasl;16-18 ","Black ","0.281&#733; ","0.381&#733; ","1&#733; ","1000 "," 33.00 "," 29.00 ","34.00","30.00"
"116","VC281W ","5&frasl;16-18 ","White ","0.281&#733; ","0.381&#733; ","1&#733; ","1000 "," 33.00 "," 29.00 ","34.00","30.00"
"117","VC281-1500BL ","5&frasl;16-18 ","Black ","0.281&#733; ","0.381&#733; ","1-1&frasl;2&#733; ","1000 "," 40.00 "," 31.00 ","41.00","32.00"
"118","VC281-2000BL ","5&frasl;16-18 ","Black ","0.281&#733; ","0.381&#733; ","2&#733; ","1000 "," 48.00 "," 40.00 ","50.00","41.00"
"119","VC295-0500BL ","M8 ","Black ","0.295&#733; ","0.395&#733; ","1&frasl;2&#733; ","1000 "," 40.00 "," 31.00 ","41.00","32.00"
"120","VC295 ","M8 ","Yellow ","0.295&#733; ","0.395&#733; ","1&#733; ","1000 "," 40.00 "," 31.00 ","41.00","32.00"
"121","VC295-1000BL ","M8 ","Black ","0.295&#733; ","0.395&#733; ","1&#733; ","1000 "," 40.00 "," 31.00 ","41.00","32.00"
"122","VC295-1500BL ","M8 ","Black ","0.295&#733; ","0.395&#733; ","1-1&frasl;2&#733; ","1000 "," 45.00 "," 35.00 ","47.00","36.00"
"123","VC312-0500BL "," ","Black ","0.312&#733; ","0.412&#733; ","1&frasl;2&#733; ","1000 "," 41.00 "," 32.00 ","42.00","33.00"
"124","VC312-0500RD "," ","Red ","0.312&#733; ","0.412&#733; ","1&frasl;2&#733; ","1000 "," 41.00 "," 32.00 ","42.00","33.00"
"125","VC312-0500W "," ","White ","0.312&#733; ","0.412&#733; ","1&frasl;2&#733; ","1000 "," 41.00 "," 32.00 ","42.00","33.00"
"126","VC312-0500B "," ","Blue ","0.312&#733; ","0.412&#733; ","1&frasl;2&#733; ","1000 "," 41.00 "," 32.00 ","42.00","33.00"
"127","CC312 "," ","Blue ","0.312&#733; ","0.412&#733; ","1&#733; ","1000 "," 43.00 "," 34.00 ","45.00","35.00"
"128","VC312 "," ","Yellow ","0.312&#733; ","0.412&#733; ","1&#733; ","1000 "," 43.00 "," 33.00 ","45.00","34.00"
"129","VC312GREEN "," ","Green ","0.312&#733; ","0.412&#733; ","1&#733; ","1000 "," 43.00 "," 34.00 ","45.00","35.00"
"130","CC312-1500 "," ","Blue ","0.312&#733; ","0.412&#733; ","1-1&frasl;2&#733; ","1000 "," 50.00 "," 45.00 ","52.00","47.00"
"131","VC312-1500 "," ","Yellow ","0.312&#733; ","0.412&#733; ","1-1&frasl;2&#733; ","1000 "," 50.00 "," 45.00 ","52.00","47.00"
"132","VC343-0500BL ","3&frasl;8-16 ","Black ","0.343&#733; ","0.443&#733; ","1&frasl;2&#733; ","1000 "," 49.00 "," 38.00 ","51.00","39.00"
"133","CC343 ","3&frasl;8-16 ","Grey ","0.343&#733; ","0.443&#733; ","1&#733; ","1000 "," 51.00 "," 40.00 ","53.00","41.00"
"134","VC343 ","3&frasl;8-16 ","Yellow ","0.343&#733; ","0.443&#733; ","1&#733; ","1000 "," 51.00 "," 40.00 ","53.00","41.00"
"135","VC343W ","3&frasl;8-16 ","White ","0.343&#733; ","0.443&#733; ","1&#733; ","1000 "," 51.00 "," 40.00 ","53.00","41.00"
"136","VC343-1500 ","3&frasl;8-16 ","Yellow ","0.343&#733; ","0.443&#733; ","1-1&frasl;2&#733; ","1000 "," 54.00 "," 45.00 ","56.00","47.00"
"137","VC355-1500BL "," ","Black ","0.355&#733; ","0.455&#733; ","1-1&frasl;2&#733; ","1000 "," 70.00 "," 62.00 ","72.00","64.00"
"138","VC375-0500BL "," ","Black ","0.375&quot; ","0.455&#733; ","1&frasl;2&#733; ","1000 "," 56.00 "," 47.00 ","58.00","49.00"
"139","VC375-0750BL "," ","Black ","0.375&#733; ","0.475&#733; ","3&frasl;4&#733; ","1000 "," 56.00 "," 47.00 ","58.00","49.00"
"140","CC375 "," ","Black ","0.375&#733; ","0.475&#733; ","1&#733; ","1000 "," 58.00 "," 48.00 ","60.00","50.00"
"141","VC375 "," ","Yellow ","0.375&#733; ","0.475&#733; ","1&#733; ","1000 "," 58.00 "," 48.00 ","60.00","50.00"
"142","VC375-1500 "," ","Yellow ","0.375&#733; ","0.475&#733; ","1-1&frasl;2&#733; ","1000 "," 61.00 "," 52.00 ","63.00","54.00"
"143","VC406-0500BL ","7&frasl;16-14 ","Black ","0.406&#733; ","0.506&#733; ","1&frasl;2&#733; ","1000 "," 60.00 "," 50.00 ","62.00","52.00"
"144","VC406 ","7&frasl;16-14 ","Yellow ","0.406&#733; ","0.506&#733; ","1&#733; ","1000 "," 62.00 "," 52.00 ","64.00","54.00"
"145","VC406-1500 ","7&frasl;16-14 ","Yellow ","0.406&#733; ","0.506&#733; ","1-1&frasl;2&#733; ","1000 "," 63.00 "," 54.00 ","65.00","56.00"
"146","VC437-0500BL "," ","Black ","0.437&#733; ","0.537&#733; ","1&frasl;2&#733; ","1000 "," 67.00 "," 52.00 ","69.00","54.00"
"147","VC437 "," ","Yellow ","0.437&#733; ","0.537&#733; ","1&#733; ","1000 "," 68.00 "," 55.00 ","70.00","57.00"
"148","VC437-1500 "," ","Yellow ","0.437&#733; ","0.537&#733; ","1-1&frasl;2&#733; ","1000 "," 70.00 "," 58.00 ","72.00","60.00"
"149","VC456-0500BL ","M12 ","Black ","0.456&#733; ","0.556&#733; ","1&frasl;2&#733; ","500 "," 34.00 "," 30.00 ","35.00","31.00"
"150","VC456 ","M12 ","Yellow ","0.456&#733; ","0.556&#733; ","1&#733; ","500 "," 37.00 "," 32.00 ","38.00","33.00"
"151","VC456BL ","M12 ","Black ","0.456&#733; ","0.556&#733; ","1&#733; ","500 "," 37.00 "," 32.00 ","38.00","33.00"
"152","VC456-1500BL ","M12 ","Black ","0.456&#733; ","0.556&#733; ","1-1&frasl;2&#733; ","500 "," 39.00 "," 31.00 ","40.00","32.00"
"153","VC468 "," ","Yellow ","0.468&#733; ","0.556&#733; ","1&#733; ","500 "," 35.00 "," 28.00 ","36.00","29.00"
"154","VC468-1500 "," ","Yellow<br/>","0.468&#733; ","0.556&#733; ","1-1&frasl;2&#733; ","500 "," 48.00 "," 41.00 ","50.00","42.00"
"155","VC480-0750BL "," ","Black ","0.480&#733; ","0.580&#733; ","3&frasl;4&#733; ","500 "," 38.00 "," 32.00 ","39.00","33.00"
"156","VC480-1500BL "," ","Black ","0.480&#733; ","0.580&#733; ","1-1&frasl;2&#733; ","500 "," 48.00 "," 41.00 ","50.00","42.00"
"157","VC500-0500BL "," ","Black ","0.500&#733; ","0.600&#733; ","1&#733; ","500 "," 37.00 "," 31.00 ","38.00","32.00"
"158","VC500 ","1&frasl;2&#733; ","Yellow ","0.500&#733; ","0.600&#733; ","1&#733; ","500 "," 38.00 "," 32.00 ","39.00","33.00"
"159","VC500BL ","1&frasl;2&#733; ","Black ","0.500&#733; ","0.600&#733; ","1&#733; ","500 "," 38.00 "," 32.00 ","39.00","33.00"
"160","CC500-1500 ","1&frasl;2&#733; ","Orange ","0.500&#733; ","0.600&#733; ","1-1&frasl;2&#733; ","500 "," 50.00 "," 45.00 ","52.00","47.00"
"161","VC500-1500 ","1&frasl;2&#733; ","Yellow ","0.500&#733; ","0.600&#733; ","1-1&frasl;2&#733; ","500 "," 50.00 "," 45.00 ","52.00","47.00"
"162","VC500-1500BL ","1&frasl;2&#733; ","Black ","0.500&#733; ","0.600&#733; ","1-1&frasl;2&#733; ","500 "," 50.00 "," 45.00 ","52.00","47.00"
"163","VC531 ","7&frasl;32&#733; ","Yellow ","0.531&#733; ","0.631&#733; ","1&#733; ","500 "," 40.00 "," 33.00 ","41.00","34.00"
"164","VC531-1500 ","7&frasl;32&#733; ","Yellow ","0.531&#733; ","0.631&#733; ","1-1&frasl;2&#733; ","500 "," 51.00 "," 47.00 ","53.00","49.00"
"165","VC535-1500BL ","M14 ","Black ","0.535&#733; ","0.635&#733; ","1-1&frasl;2&#733; ","500 "," 51.00 "," 47.00 ","53.00","49.00"
"166","VC535-3000BL ","M14 ","Black ","0.535&#733; ","0.635&rdquo; ","3&#733; ","500 "," 83.00 "," 71.00 ","86.00","73.00"
"167","CC562 ","9&frasl;16&#733; ","Green ","0.562&#733; ","0.662&#733; ","1&#733; ","500 "," 45.00 "," 35.00 ","47.00","36.00"
"168","VC562 ","9&frasl;16&#733; ","Yellow ","0.562&#733; ","0.662&#733; ","1&#733; ","500 "," 45.00 "," 35.00 ","47.00","36.00"
"169","VC562-1500 ","9&frasl;16&#733; ","Yellow ","0.562&#733; ","0.662&#733; ","1-1&frasl;2&#733; ","500 "," 52.00 "," 48.00 ","54.00","50.00"
"170","VC600-1500BL "," ","Black ","0.600&#733; ","0.700&#733; ","1-1&frasl;2&#733; ","500 "," 52.00 "," 48.00 ","54.00","50.00"
"171","VC625-0500BL ","5&frasl;8&#733; ","Black ","0.625&#733; ","0.725&#733; ","1&frasl;2&#733; ","500 "," 51.00 "," 45.00 ","53.00","47.00"
"172","VC625 ","5&frasl;8&#733; ","Yellow ","0.625&#733; ","0.725&#733; ","1&#733; ","500 "," 48.00 "," 38.00 ","50.00","39.00"
"173","VC625-1500 ","5&frasl;8&#733; ","Yellow ","0.625&#733; ","0.725&#733; ","1-1&frasl;2&#733; ","500 "," 53.00 "," 48.00 ","55.00","50.00"
